,path,label_,label
824,"/data/mskim/2_55_experiment/datasets/custum/기아#모닝_올 뉴(JA),어반(2017)/C-220714_18_CR15_02_A1117.jpg","기아#모닝_올 뉴(JA),어반(2017)",59
2423,/data/mskim/2_55_experiment/datasets/custum/쉐보레#말리부_올 뉴(2016)/C-220714_08_CR14_03_A0406.jpg,쉐보레#말리부_올 뉴(2016),194
1915,/data/mskim/2_55_experiment/datasets/custum/르노삼성#SM7_SM7 노바(2014)/C-220714_06_CR13_01_A0444.jpg,르노삼성#SM7_SM7 노바(2014),142
2736,/data/mskim/2_55_experiment/datasets/custum/쌍용#티볼리_티볼리(2015)/C-220715_18_CR13_01_A000230.jpg,쌍용#티볼리_티볼리(2015),243
3844,/data/mskim/2_55_experiment/datasets/custum/현대#싼타페_더 프라임(2015)/C-220715_19_CR14_03_A008379.jpg,현대#싼타페_더 프라임(2015),329
3350,/data/mskim/2_55_experiment/datasets/custum/현대#그랜저_IG(더 뉴)(2016)/C-220715_07_CR13_01_A000695.jpg,현대#그랜저_IG(더 뉴)(2016),309
584,/data/mskim/2_55_experiment/datasets/custum/기아#K7_올 뉴(2016)/C-220716_17_CR14_03_A000110.jpg,기아#K7_올 뉴(2016),43
3130,/data/mskim/2_55_experiment/datasets/custum/현대#그랜저_HG(2013)/C-220717_14_CR15_02_A0308.jpg,현대#그랜저_HG(2013),307
1963,/data/mskim/2_55_experiment/datasets/custum/마을버스#Unknown/C-220712_17_CR14_03_A0579.jpg,마을버스#Unknown,146
4398,/data/mskim/2_55_experiment/datasets/custum/현대#에쿠스_에쿠스(신형)(2009)/C-220716_12_CR15_02_A001148.jpg,현대#에쿠스_에쿠스(신형)(2009),347
1746,/data/mskim/2_55_experiment/datasets/custum/르노삼성#QM6_QM6(2016)/C-220714_17_CR13_01_A0645.jpg,르노삼성#QM6_QM6(2016),131
1107,/data/mskim/2_55_experiment/datasets/custum/기아#스포티지_R(2010)/C-220714_06_CR13_01_A0339.jpg,기아#스포티지_R(2010),71
3394,/data/mskim/2_55_experiment/datasets/custum/현대#그랜저_IG(더 뉴)(2016)/C-220715_20_CR15_02_A000201.jpg,현대#그랜저_IG(더 뉴)(2016),309
406,/data/mskim/2_55_experiment/datasets/custum/기아#K5_2세대(2015)/C-220716_18_CR13_01_A000718.jpg,기아#K5_2세대(2015),36
1854,/data/mskim/2_55_experiment/datasets/custum/르노삼성#SM5_뉴(2005)/C-220716_20_CR13_01_A000296.jpg,르노삼성#SM5_뉴(2005),139
471,/data/mskim/2_55_experiment/datasets/custum/기아#K5_K5(2010)/C-220713_19_CR13_01_A0191.jpg,기아#K5_K5(2010),38
4288,/data/mskim/2_55_experiment/datasets/custum/현대#아반테_MD(2010)/C-220717_18_CR15_02_A1420.jpg,현대#아반테_MD(2010),340
3233,/data/mskim/2_55_experiment/datasets/custum/현대#그랜저_IG(2016)/C-220716_10_CR15_02_A000144.jpg,현대#그랜저_IG(2016),308
1246,/data/mskim/2_55_experiment/datasets/custum/기아#쏘렌토_더 뉴(2017)/C-220714_18_CR13_01_A0557.jpg,기아#쏘렌토_더 뉴(2017),78
706,/data/mskim/2_55_experiment/datasets/custum/기아#니로_더 뉴(2019)/C-220711_17_CR13_01_A0035.jpg,기아#니로_더 뉴(2019),52
4502,/data/mskim/2_55_experiment/datasets/custum/현대#제네시스_G80 (RG3)(2020)/C-220716_19_CR15_02_A001028.jpg,현대#제네시스_G80 (RG3)(2020),353
734,/data/mskim/2_55_experiment/datasets/custum/기아#레이_더 뉴(2017)/C-220716_08_CR15_02_A001147.jpg,기아#레이_더 뉴(2017),54
2621,/data/mskim/2_55_experiment/datasets/custum/스쿠터#Unknown/C-220714_12_CR13_01_A0486.jpg,스쿠터#Unknown,218
5024,/data/mskim/2_55_experiment/datasets/custum/현대#포터/C-220716_08_CR13_01_A000171.jpg,현대#포터,373
1982,/data/mskim/2_55_experiment/datasets/custum/마을버스#Unknown/C-220712_13_CR14_03_A0209.jpg,마을버스#Unknown,146
4984,/data/mskim/2_55_experiment/datasets/custum/현대#포터/C-220715_18_CR13_01_A000429.jpg,현대#포터,373
1447,/data/mskim/2_55_experiment/datasets/custum/기아#카니발_올 뉴(2014)/C-220714_07_CR13_01_A0446.jpg,기아#카니발_올 뉴(2014),89
2991,/data/mskim/2_55_experiment/datasets/custum/폭스바겐#골프_7세대(2013)/C-220716_18_CR14_03_A000733.jpg,폭스바겐#골프_7세대(2013),288
1966,/data/mskim/2_55_experiment/datasets/custum/마을버스#Unknown/C-220715_08_CR14_03_A001011.jpg,마을버스#Unknown,146
2148,/data/mskim/2_55_experiment/datasets/custum/벤츠#E-클래스_W212(2009)/C-220713_12_CR13_01_A0328.jpg,벤츠#E-클래스_W212(2009),162
3816,/data/mskim/2_55_experiment/datasets/custum/현대#싼타페_TM(2018)/C-220715_20_CR15_02_A000695.jpg,현대#싼타페_TM(2018),327
570,/data/mskim/2_55_experiment/datasets/custum/기아#K7_올 뉴(2016)/C-220714_19_CR15_02_A0114.jpg,기아#K7_올 뉴(2016),43
3828,/data/mskim/2_55_experiment/datasets/custum/현대#싼타페_TM(2018)/C-220716_12_CR13_01_A000184.jpg,현대#싼타페_TM(2018),327
97,/data/mskim/2_55_experiment/datasets/custum/BMW#5시리즈 _F10(2010)/C-220712_15_CR13_01_A0080.jpg,BMW#5시리즈 _F10(2010),9
1922,/data/mskim/2_55_experiment/datasets/custum/르노삼성#SM7_SM7(2004)/C-220716_20_CR15_02_A000146.jpg,르노삼성#SM7_SM7(2004),143
3963,/data/mskim/2_55_experiment/datasets/custum/현대#쏘나타_NF(2004)/C-220713_19_CR14_03_A0964.jpg,현대#쏘나타_NF(2004),333
561,/data/mskim/2_55_experiment/datasets/custum/기아#K7_올 뉴(2016)/C-220712_17_CR14_03_A0221.jpg,기아#K7_올 뉴(2016),43
548,/data/mskim/2_55_experiment/datasets/custum/기아#K7_더 뉴(2012)/C-220714_07_CR13_01_A0229.jpg,기아#K7_더 뉴(2012),42
1194,/data/mskim/2_55_experiment/datasets/custum/기아#쏘렌토_R 뉴(2012)/C-220715_10_CR13_01_A000025.jpg,기아#쏘렌토_R 뉴(2012),75
3251,/data/mskim/2_55_experiment/datasets/custum/현대#그랜저_IG(2016)/C-220717_18_CR15_02_A1094.jpg,현대#그랜저_IG(2016),308
3579,/data/mskim/2_55_experiment/datasets/custum/현대#스타렉스_그랜드 (2007)/C-220711_13_CR13_01_A0143.jpg,현대#스타렉스_그랜드 (2007),320
3280,/data/mskim/2_55_experiment/datasets/custum/현대#그랜저_IG(2016)/C-220714_18_CR15_02_A0974.jpg,현대#그랜저_IG(2016),308
58,/data/mskim/2_55_experiment/datasets/custum/BMW#4시리즈 _F32(2013)/C-220715_12_CR13_01_A000769.jpg,BMW#4시리즈 _F32(2013),6
371,/data/mskim/2_55_experiment/datasets/custum/기아#K3_올 뉴(2018)/C-220715_09_CR14_03_A003603.jpg,기아#K3_올 뉴(2018),34
5009,/data/mskim/2_55_experiment/datasets/custum/현대#포터/C-220716_11_CR14_03_A000263.jpg,현대#포터,373
4532,/data/mskim/2_55_experiment/datasets/custum/현대#제네시스_G80 (RG3)(2020)/C-220714_12_CR13_01_A0034.jpg,현대#제네시스_G80 (RG3)(2020),353
943,/data/mskim/2_55_experiment/datasets/custum/기아#봉고 3/C-220714_07_CR15_02_A0370.jpg,기아#봉고 3,64
1907,/data/mskim/2_55_experiment/datasets/custum/르노삼성#SM6_SM6(2016)/C-220713_11_CR13_01_A0055.jpg,르노삼성#SM6_SM6(2016),141
3157,/data/mskim/2_55_experiment/datasets/custum/현대#그랜저_HG(2013)/C-220716_18_CR14_03_A000845.jpg,현대#그랜저_HG(2013),307
4712,/data/mskim/2_55_experiment/datasets/custum/현대#제네시스_제네시스(2008)/C-220714_10_CR13_01_A0270.jpg,현대#제네시스_제네시스(2008),361
5004,/data/mskim/2_55_experiment/datasets/custum/현대#포터/C-220713_11_CR13_01_A0070.jpg,현대#포터,373
3789,/data/mskim/2_55_experiment/datasets/custum/현대#싼타페_TM(2018)/C-220715_12_CR14_03_A000113.jpg,현대#싼타페_TM(2018),327
701,/data/mskim/2_55_experiment/datasets/custum/기아#니로_더 뉴(2019)/C-220714_07_CR15_02_A0800.jpg,기아#니로_더 뉴(2019),52
513,/data/mskim/2_55_experiment/datasets/custum/기아#K5_더 뉴 2세대(2018)/C-220714_06_CR13_01_A0556.jpg,기아#K5_더 뉴 2세대(2018),39
373,/data/mskim/2_55_experiment/datasets/custum/기아#K3_올 뉴(2018)/C-220712_15_CR13_01_A0132.jpg,기아#K3_올 뉴(2018),34
30,/data/mskim/2_55_experiment/datasets/custum/BMW#3시리즈 _F30(2012)/C-220715_12_CR13_01_A000767.jpg,BMW#3시리즈 _F30(2012),4
1700,/data/mskim/2_55_experiment/datasets/custum/렉서스#NX_NX(2014)/C-220715_12_CR13_01_A000754.jpg,렉서스#NX_NX(2014),124
3689,/data/mskim/2_55_experiment/datasets/custum/현대#스타리아_스타리아(2021)/C-220714_17_CR14_03_A0019.jpg,현대#스타리아_스타리아(2021),324
2401,/data/mskim/2_55_experiment/datasets/custum/쉐보레#라세티_프리미어(2008)/C-220713_18_CR13_01_A0867.jpg,쉐보레#라세티_프리미어(2008),190
419,/data/mskim/2_55_experiment/datasets/custum/기아#K5_3세대(2019)/C-220711_10_CR13_01_A0086.jpg,기아#K5_3세대(2019),37
2688,/data/mskim/2_55_experiment/datasets/custum/쌍용#코란도_C 뉴(2013)/C-220715_13_CR13_01_A000219.jpg,쌍용#코란도_C 뉴(2013),235
2998,/data/mskim/2_55_experiment/datasets/custum/폭스바겐#골프_7세대(2013)/C-220715_14_CR14_03_A000673.jpg,폭스바겐#골프_7세대(2013),288
5068,/data/mskim/2_55_experiment/datasets/custum/현대#포터/C-220713_18_CR13_01_A1689.jpg,현대#포터,373
1083,/data/mskim/2_55_experiment/datasets/custum/기아#스포티지_5세대(2021)/C-220714_14_CR13_01_A0492.jpg,기아#스포티지_5세대(2021),70
4653,/data/mskim/2_55_experiment/datasets/custum/현대#제네시스_GV70(2021)/C-220715_12_CR13_01_A000788.jpg,현대#제네시스_GV70(2021),358
5153,/data/mskim/2_55_experiment/datasets/custum/혼다#어코드_올 뉴(2008)/C-220711_07_CR13_01_A0381.jpg,혼다#어코드_올 뉴(2008),379
2333,/data/mskim/2_55_experiment/datasets/custum/볼보#S60_2세대(2011)/C-220714_13_CR13_01_A0248.jpg,볼보#S60_2세대(2011),178
532,/data/mskim/2_55_experiment/datasets/custum/기아#K5_더 뉴 2세대(2018)/C-220714_15_CR15_02_A0305.jpg,기아#K5_더 뉴 2세대(2018),39
4202,/data/mskim/2_55_experiment/datasets/custum/현대#아반테_AD(2015)/C-220712_18_CR13_01_A0696.jpg,현대#아반테_AD(2015),337
5023,/data/mskim/2_55_experiment/datasets/custum/현대#포터/C-220714_16_CR13_01_A0342.jpg,현대#포터,373
2025,/data/mskim/2_55_experiment/datasets/custum/미니#쿠퍼_클럽맨(2007)/C-220715_19_CR14_03_A007695.jpg,미니#쿠퍼_클럽맨(2007),151
2909,/data/mskim/2_55_experiment/datasets/custum/테슬라#모델 3_모델 3(2017)/C-220716_20_CR15_02_A000198.jpg,테슬라#모델 3_모델 3(2017),273
2633,/data/mskim/2_55_experiment/datasets/custum/쌍용#렉스턴_G4(2017)/C-220714_13_CR13_01_A0283.jpg,쌍용#렉스턴_G4(2017),220
495,/data/mskim/2_55_experiment/datasets/custum/기아#K5_더 뉴 2세대(2018)/C-220712_16_CR14_03_A0372.jpg,기아#K5_더 뉴 2세대(2018),39
2758,/data/mskim/2_55_experiment/datasets/custum/쌍용#티볼리_티볼리(2015)/C-220714_06_CR15_02_A0740.jpg,쌍용#티볼리_티볼리(2015),243
4669,/data/mskim/2_55_experiment/datasets/custum/현대#제네시스_GV80(2020)/C-220717_12_CR15_02_A0148.jpg,현대#제네시스_GV80(2020),359
1291,/data/mskim/2_55_experiment/datasets/custum/기아#쏘렌토_올 뉴(2014)/C-220715_09_CR14_03_A003031.jpg,기아#쏘렌토_올 뉴(2014),80
4178,/data/mskim/2_55_experiment/datasets/custum/현대#아반테_AD(2015)/C-220714_10_CR13_01_A0056.jpg,현대#아반테_AD(2015),337
1802,/data/mskim/2_55_experiment/datasets/custum/르노삼성#SM3_뉴(2009)/C-220713_13_CR13_01_A0268.jpg,르노삼성#SM3_뉴(2009),135
4950,/data/mskim/2_55_experiment/datasets/custum/현대#팰리세이드_펠리세이드(2018)/C-220716_12_CR13_01_A000556.jpg,현대#팰리세이드_펠리세이드(2018),372
4091,/data/mskim/2_55_experiment/datasets/custum/현대#쏘나타_뉴 라이즈(2017)/C-220714_18_CR13_01_A0061.jpg,현대#쏘나타_뉴 라이즈(2017),335
3435,/data/mskim/2_55_experiment/datasets/custum/현대#그랜저_TG(2005)/C-220715_09_CR14_03_A003603.jpg,현대#그랜저_TG(2005),310
1070,/data/mskim/2_55_experiment/datasets/custum/기아#스포티지_4세대(2015)/C-220711_14_CR13_01_A0082.jpg,기아#스포티지_4세대(2015),69
3860,/data/mskim/2_55_experiment/datasets/custum/현대#쏘나타_DN8(2019)/C-220714_07_CR13_01_A0028.jpg,현대#쏘나타_DN8(2019),331
578,/data/mskim/2_55_experiment/datasets/custum/기아#K7_올 뉴(2016)/C-220716_06_CR13_01_A001153.jpg,기아#K7_올 뉴(2016),43
4823,/data/mskim/2_55_experiment/datasets/custum/현대#투싼_ix(2009)/C-220716_14_CR14_03_A000993.jpg,현대#투싼_ix(2009),368
1505,/data/mskim/2_55_experiment/datasets/custum/기아#포르테_포르테(2008)/C-220716_12_CR15_02_A000551.jpg,기아#포르테_포르테(2008),94
2450,/data/mskim/2_55_experiment/datasets/custum/쉐보레#스파크_더 넥스트(2015)/C-220712_15_CR14_03_A1204.jpg,쉐보레#스파크_더 넥스트(2015),196
4077,/data/mskim/2_55_experiment/datasets/custum/현대#쏘나타_뉴 라이즈(2017)/C-220715_15_CR14_03_A000461.jpg,현대#쏘나타_뉴 라이즈(2017),335
4966,/data/mskim/2_55_experiment/datasets/custum/현대#포터/C-220716_12_CR13_01_A000228.jpg,현대#포터,373
4258,/data/mskim/2_55_experiment/datasets/custum/현대#아반테_HD(2006)/C-220714_19_CR15_02_A0130.jpg,현대#아반테_HD(2006),339
1209,/data/mskim/2_55_experiment/datasets/custum/기아#쏘렌토_R(2009)/C-220714_17_CR15_02_A0312.jpg,기아#쏘렌토_R(2009),76
3958,/data/mskim/2_55_experiment/datasets/custum/현대#쏘나타_LF(2014)/C-220711_15_CR13_01_A0139.jpg,현대#쏘나타_LF(2014),332
5045,/data/mskim/2_55_experiment/datasets/custum/현대#포터/C-220714_06_CR15_02_A1685.jpg,현대#포터,373
2212,/data/mskim/2_55_experiment/datasets/custum/벤츠#E-클래스_W213(2016)/C-220714_13_CR14_03_A1605.jpg,벤츠#E-클래스_W213(2016),163
5148,/data/mskim/2_55_experiment/datasets/custum/혼다#어코드_어코드(1976)/C-220714_17_CR13_01_A1073.jpg,혼다#어코드_어코드(1976),378
445,/data/mskim/2_55_experiment/datasets/custum/기아#K5_3세대(2019)/C-220714_16_CR14_03_A1663.jpg,기아#K5_3세대(2019),37
3748,/data/mskim/2_55_experiment/datasets/custum/현대#싼타페_DM(2012)/C-220715_09_CR14_03_A001660.jpg,현대#싼타페_DM(2012),326
4746,/data/mskim/2_55_experiment/datasets/custum/현대#코나_더 뉴 (2020)/C-220714_10_CR13_01_A0158.jpg,현대#코나_더 뉴 (2020),364
4572,/data/mskim/2_55_experiment/datasets/custum/현대#제네시스_G80(2016)/C-220713_13_CR13_01_A0335.jpg,현대#제네시스_G80(2016),354
142,/data/mskim/2_55_experiment/datasets/custum/BMW#6시리즈_F12(2011)/C-220714_18_CR13_01_A0636.jpg,BMW#6시리즈_F12(2011),11
4563,/data/mskim/2_55_experiment/datasets/custum/현대#제네시스_G80(2016)/C-220713_14_CR13_01_A0084.jpg,현대#제네시스_G80(2016),354
4368,/data/mskim/2_55_experiment/datasets/custum/현대#아이오닉_아이오닉 5(2021)/C-220714_15_CR15_02_A0224.jpg,현대#아이오닉_아이오닉 5(2021),344
2147,/data/mskim/2_55_experiment/datasets/custum/벤츠#E-클래스_W212(2009)/C-220715_19_CR14_03_A008476.jpg,벤츠#E-클래스_W212(2009),162
1871,/data/mskim/2_55_experiment/datasets/custum/르노삼성#SM5_플레티넘 뉴(2012)/C-220712_19_CR13_01_A0029.jpg,르노삼성#SM5_플레티넘 뉴(2012),140
3767,/data/mskim/2_55_experiment/datasets/custum/현대#싼타페_DM(2012)/C-220715_08_CR13_01_A000054.jpg,현대#싼타페_DM(2012),326
5120,/data/mskim/2_55_experiment/datasets/custum/현대#포터/C-220714_06_CR13_01_A0549.jpg,현대#포터,373
4294,/data/mskim/2_55_experiment/datasets/custum/현대#아반테_MD(2010)/C-220716_18_CR14_03_A000476.jpg,현대#아반테_MD(2010),340
3894,/data/mskim/2_55_experiment/datasets/custum/현대#쏘나타_DN8(2019)/C-220711_16_CR13_01_A0046.jpg,현대#쏘나타_DN8(2019),331
4446,/data/mskim/2_55_experiment/datasets/custum/현대#제네시스_EQ900(2015)/C-220714_16_CR15_02_A1493.jpg,현대#제네시스_EQ900(2015),351
5044,/data/mskim/2_55_experiment/datasets/custum/현대#포터/C-220714_07_CR13_01_A0030.jpg,현대#포터,373
409,/data/mskim/2_55_experiment/datasets/custum/기아#K5_2세대(2015)/C-220715_09_CR14_03_A007673.jpg,기아#K5_2세대(2015),36
5053,/data/mskim/2_55_experiment/datasets/custum/현대#포터/C-220716_18_CR13_01_A000250.jpg,현대#포터,373
2205,/data/mskim/2_55_experiment/datasets/custum/벤츠#E-클래스_W213(2016)/C-220712_07_CR14_03_A0911.jpg,벤츠#E-클래스_W213(2016),163
2477,/data/mskim/2_55_experiment/datasets/custum/쉐보레#스파크_더 뉴(2018)/C-220717_15_CR15_02_A0224.jpg,쉐보레#스파크_더 뉴(2018),197
2719,/data/mskim/2_55_experiment/datasets/custum/쌍용#코란도_투리스모(2013)/C-220711_14_CR13_01_A0432.jpg,쌍용#코란도_투리스모(2013),239
2215,/data/mskim/2_55_experiment/datasets/custum/벤츠#E-클래스_W213(2016)/C-220714_18_CR15_02_A1576.jpg,벤츠#E-클래스_W213(2016),163
1093,/data/mskim/2_55_experiment/datasets/custum/기아#스포티지_R(2010)/C-220716_07_CR13_01_A001123.jpg,기아#스포티지_R(2010),71
4221,/data/mskim/2_55_experiment/datasets/custum/현대#아반테_CN7(2020)/C-220716_15_CR14_03_A000268.jpg,현대#아반테_CN7(2020),338
3629,/data/mskim/2_55_experiment/datasets/custum/현대#스타렉스_그랜드 (2007)/C-220715_18_CR14_03_A000616.jpg,현대#스타렉스_그랜드 (2007),320
2210,/data/mskim/2_55_experiment/datasets/custum/벤츠#E-클래스_W213(2016)/C-220715_09_CR14_03_A002353.jpg,벤츠#E-클래스_W213(2016),163
1724,/data/mskim/2_55_experiment/datasets/custum/르노삼성#QM3_뉴QM3(2017)/C-220715_19_CR13_01_A047332.jpg,르노삼성#QM3_뉴QM3(2017),128
1640,/data/mskim/2_55_experiment/datasets/custum/렉서스#ES_뉴 제너레이션 (2018)/C-220716_14_CR14_03_A000061.jpg,렉서스#ES_뉴 제너레이션 (2018),119
828,"/data/mskim/2_55_experiment/datasets/custum/기아#모닝_올 뉴(JA),어반(2017)/C-220715_10_CR13_01_A000025.jpg","기아#모닝_올 뉴(JA),어반(2017)",59
3927,/data/mskim/2_55_experiment/datasets/custum/현대#쏘나타_LF(2014)/C-220715_12_CR14_03_A000964.jpg,현대#쏘나타_LF(2014),332
1082,/data/mskim/2_55_experiment/datasets/custum/기아#스포티지_5세대(2021)/C-220714_18_CR13_01_A0183.jpg,기아#스포티지_5세대(2021),70
5102,/data/mskim/2_55_experiment/datasets/custum/현대#포터/C-220715_09_CR15_02_A061061.jpg,현대#포터,373
3868,/data/mskim/2_55_experiment/datasets/custum/현대#쏘나타_DN8(2019)/C-220715_13_CR13_01_A000181.jpg,현대#쏘나타_DN8(2019),331
3383,/data/mskim/2_55_experiment/datasets/custum/현대#그랜저_IG(더 뉴)(2016)/C-220714_17_CR13_01_A0051.jpg,현대#그랜저_IG(더 뉴)(2016),309
4342,/data/mskim/2_55_experiment/datasets/custum/현대#아반테_MD(2010)/C-220713_18_CR14_03_A1272.jpg,현대#아반테_MD(2010),340
3351,/data/mskim/2_55_experiment/datasets/custum/현대#그랜저_IG(더 뉴)(2016)/C-220714_12_CR13_01_A0604.jpg,현대#그랜저_IG(더 뉴)(2016),309
1973,/data/mskim/2_55_experiment/datasets/custum/마을버스#Unknown/C-220715_18_CR14_03_A000162.jpg,마을버스#Unknown,146
1744,/data/mskim/2_55_experiment/datasets/custum/르노삼성#QM6_QM6(2016)/C-220717_19_CR15_02_A0377.jpg,르노삼성#QM6_QM6(2016),131
2652,/data/mskim/2_55_experiment/datasets/custum/쌍용#렉스턴_Ⅱ(2006)/C-220714_13_CR13_01_A0347.jpg,쌍용#렉스턴_Ⅱ(2006),222
1257,/data/mskim/2_55_experiment/datasets/custum/기아#쏘렌토_더 뉴(2017)/C-220715_12_CR13_01_A000434.jpg,기아#쏘렌토_더 뉴(2017),78
2706,/data/mskim/2_55_experiment/datasets/custum/쌍용#코란도_뷰티풀(2019)/C-220712_13_CR14_03_A0881.jpg,쌍용#코란도_뷰티풀(2019),237
1000,/data/mskim/2_55_experiment/datasets/custum/기아#봉고 3/C-220714_19_CR13_01_A0241.jpg,기아#봉고 3,64
4176,/data/mskim/2_55_experiment/datasets/custum/현대#아반테_AD(2015)/C-220715_08_CR15_02_A000453.jpg,현대#아반테_AD(2015),337
3774,/data/mskim/2_55_experiment/datasets/custum/현대#싼타페_DM(2012)/C-220713_18_CR13_01_A0801.jpg,현대#싼타페_DM(2012),326
2782,/data/mskim/2_55_experiment/datasets/custum/아우디#A4_뉴(2005)/C-220715_19_CR13_01_A072886.jpg,아우디#A4_뉴(2005),246
251,/data/mskim/2_55_experiment/datasets/custum/BMW#X시리즈_X6 (F16)(2014)/C-220715_10_CR15_02_A000147.jpg,BMW#X시리즈_X6 (F16)(2014),25
262,/data/mskim/2_55_experiment/datasets/custum/Unknown#Unknown/C-220716_19_CR15_02_A000542.jpg,Unknown#Unknown,28
4035,/data/mskim/2_55_experiment/datasets/custum/현대#쏘나타_YF(2009)/C-220713_10_CR13_01_A0170.jpg,현대#쏘나타_YF(2009),334
2982,/data/mskim/2_55_experiment/datasets/custum/폭스바겐#골프_6세대(2008)/C-220717_18_CR15_02_A1724.jpg,폭스바겐#골프_6세대(2008),287
159,/data/mskim/2_55_experiment/datasets/custum/BMW#7시리즈_F01(2008)/C-220717_12_CR15_02_A0537.jpg,BMW#7시리즈_F01(2008),13
11,/data/mskim/2_55_experiment/datasets/custum/BMW#2시리즈 _F45(2015)/C-220717_14_CR15_02_A1436.jpg,BMW#2시리즈 _F45(2015),2
1279,/data/mskim/2_55_experiment/datasets/custum/기아#쏘렌토_더 뉴(2017)/C-220715_07_CR13_01_A000838.jpg,기아#쏘렌토_더 뉴(2017),78
2892,/data/mskim/2_55_experiment/datasets/custum/지프#체로키_그랜드(1993)/C-220711_13_CR13_01_A0242.jpg,지프#체로키_그랜드(1993),269
4484,/data/mskim/2_55_experiment/datasets/custum/현대#제네시스_G80 (RG3)(2020)/C-220714_19_CR13_01_A0669.jpg,현대#제네시스_G80 (RG3)(2020),353
50,/data/mskim/2_55_experiment/datasets/custum/BMW#3시리즈 _G20(2019)/C-220715_10_CR14_03_A000358.jpg,BMW#3시리즈 _G20(2019),5
354,/data/mskim/2_55_experiment/datasets/custum/기아#K3_더 뉴 2세대 (2021)/C-220715_13_CR15_02_A000002.jpg,기아#K3_더 뉴 2세대 (2021),33
2470,/data/mskim/2_55_experiment/datasets/custum/쉐보레#스파크_더 넥스트(2015)/C-220713_13_CR13_01_A0094.jpg,쉐보레#스파크_더 넥스트(2015),196
4664,/data/mskim/2_55_experiment/datasets/custum/현대#제네시스_GV80(2020)/C-220716_12_CR15_02_A000649.jpg,현대#제네시스_GV80(2020),359
1900,/data/mskim/2_55_experiment/datasets/custum/르노삼성#SM6_SM6(2016)/C-220715_09_CR15_02_A047211.jpg,르노삼성#SM6_SM6(2016),141
5042,/data/mskim/2_55_experiment/datasets/custum/현대#포터/C-220713_19_CR13_01_A0565.jpg,현대#포터,373
1579,/data/mskim/2_55_experiment/datasets/custum/도요타#프리우스_프리우스(1997)/C-220714_18_CR15_02_A1117.jpg,도요타#프리우스_프리우스(1997),110
2022,/data/mskim/2_55_experiment/datasets/custum/미니#쿠퍼_클럽맨(2007)/C-220715_07_CR13_01_A001019.jpg,미니#쿠퍼_클럽맨(2007),151
3636,/data/mskim/2_55_experiment/datasets/custum/현대#스타렉스_그랜드 더뉴(2017)/C-220714_12_CR14_03_A1066.jpg,현대#스타렉스_그랜드 더뉴(2017),321
3866,/data/mskim/2_55_experiment/datasets/custum/현대#쏘나타_DN8(2019)/C-220716_09_CR15_02_A001195.jpg,현대#쏘나타_DN8(2019),331
2540,/data/mskim/2_55_experiment/datasets/custum/쉐보레#윈스톰_윈스톰(2006)/C-220713_19_CR13_01_A0461.jpg,쉐보레#윈스톰_윈스톰(2006),204
3993,/data/mskim/2_55_experiment/datasets/custum/현대#쏘나타_YF(2009)/C-220714_20_CR13_01_A0329.jpg,현대#쏘나타_YF(2009),334
4447,/data/mskim/2_55_experiment/datasets/custum/현대#제네시스_EQ900(2015)/C-220714_17_CR14_03_A0966.jpg,현대#제네시스_EQ900(2015),351
3310,/data/mskim/2_55_experiment/datasets/custum/현대#그랜저_IG(더 뉴)(2016)/C-220714_08_CR14_03_A0392.jpg,현대#그랜저_IG(더 뉴)(2016),309
1610,/data/mskim/2_55_experiment/datasets/custum/랜드로버#레인지로버_4세대(2013)/C-220712_17_CR13_01_A0188.jpg,랜드로버#레인지로버_4세대(2013),115
255,/data/mskim/2_55_experiment/datasets/custum/BMW#X시리즈_X6 (G06)(2020)/C-220715_19_CR15_02_A018326.jpg,BMW#X시리즈_X6 (G06)(2020),26
519,/data/mskim/2_55_experiment/datasets/custum/기아#K5_더 뉴 2세대(2018)/C-220716_18_CR13_01_A000355.jpg,기아#K5_더 뉴 2세대(2018),39
1349,/data/mskim/2_55_experiment/datasets/custum/기아#카니발_4세대(2020)/C-220715_08_CR13_01_A000251.jpg,기아#카니발_4세대(2020),86
3220,/data/mskim/2_55_experiment/datasets/custum/현대#그랜저_IG(2016)/C-220715_20_CR13_01_A000159.jpg,현대#그랜저_IG(2016),308
2854,/data/mskim/2_55_experiment/datasets/custum/아우디#Q5_Q5(2008)/C-220716_18_CR13_01_A000288.jpg,아우디#Q5_Q5(2008),257
3996,/data/mskim/2_55_experiment/datasets/custum/현대#쏘나타_YF(2009)/C-220713_19_CR13_01_A0758.jpg,현대#쏘나타_YF(2009),334
4241,/data/mskim/2_55_experiment/datasets/custum/현대#아반테_CN7(2020)/C-220717_16_CR15_02_A0468.jpg,현대#아반테_CN7(2020),338
4944,/data/mskim/2_55_experiment/datasets/custum/현대#팰리세이드_펠리세이드(2018)/C-220715_18_CR13_01_A000291.jpg,현대#팰리세이드_펠리세이드(2018),372
25,/data/mskim/2_55_experiment/datasets/custum/BMW#3시리즈 _F30(2012)/C-220716_12_CR15_02_A000346.jpg,BMW#3시리즈 _F30(2012),4
4557,/data/mskim/2_55_experiment/datasets/custum/현대#제네시스_G80(2016)/C-220716_13_CR15_02_A000520.jpg,현대#제네시스_G80(2016),354
4897,/data/mskim/2_55_experiment/datasets/custum/현대#팰리세이드_펠리세이드(2018)/C-220715_10_CR13_01_A000231.jpg,현대#팰리세이드_펠리세이드(2018),372
